,book_name,author_name,book_genre,year_published,edition_language,avg_rating,no_of_raters,score,no_of_ppl_voted,book_url
513,"The Awakening (Darkest Powers, #2)",Kelley Armstrong,Young Adult,2009,English,4.15,"103,743","1,060",16,https://www.goodreads.com/book/show/5391115-the-awakening
514,The Lost City of Z: A Tale of Deadly Obsession in the Amazon,David Grann,Nonfiction,2009,English,3.87,"66,484","1,055",12,https://www.goodreads.com/book/show/3398625-the-lost-city-of-z
515,Small Island,Andrea Levy,Fiction,2005,English,3.94,"24,652","1,054",14,https://www.goodreads.com/book/show/44001.Small_Island
516,"Child 44 (Leo Demidov, #1)",Tom Rob Smith,Fiction,2009,English,4.09,"67,577","1,054",13,https://www.goodreads.com/book/show/2161733.Child_44
517,Peony in Love,Lisa See,Historical,2007,English,3.60,"40,966","1,043",15,https://www.goodreads.com/book/show/24472.Peony_in_Love
518,Lisey's Story,Stephen King,Horror,2006,English,3.67,"64,122","1,042",13,https://www.goodreads.com/book/show/10566.Lisey_s_Story
519,We Are All Completely Beside Ourselves,Karen Joy Fowler,Fiction,2013,English,3.72,"94,065","1,040",13,https://www.goodreads.com/book/show/16176440-we-are-all-completely-beside-ourselves
520,Embassytown,China Miéville,Science Fiction,2011,English,3.87,"24,804","1,035",12,https://www.goodreads.com/book/show/9265453-embassytown
521,The Solitude of Prime Numbers,Paolo Giordano,Fiction,2010,English,3.60,"44,184","1,024",12,https://www.goodreads.com/book/show/6613956-the-solitude-of-prime-numbers
522,The Physick Book of Deliverance Dane,Katherine Howe,Historical,2009,English,3.71,"49,244","1,023",12,https://www.goodreads.com/book/show/4836308-the-physick-book-of-deliverance-dane
523,The Pale King,David Foster Wallace,Fiction,2011,English,3.95,"14,243","1,022",11,https://www.goodreads.com/book/show/9443405-the-pale-king
524,"My Brilliant Friend (The Neapolitan Novels, #1)",Elena Ferrante,Fiction,2012,English,3.94,"160,965","1,021",13,https://www.goodreads.com/book/show/35036409-my-brilliant-friend
525,"The Angel Experiment (Maximum Ride, #1)",James Patterson,Young Adult,2006,English,4.08,"198,180","1,019",13,https://www.goodreads.com/book/show/13152.The_Angel_Experiment
526,"1st to Die (Women's Murder Club, #1)",James Patterson,Mystery,2005,English,4.07,"277,624","1,017",13,https://www.goodreads.com/book/show/13137.1st_to_Die
527,"Hopeless (Hopeless, #1)",Colleen Hoover,Romance,2012,English,4.30,"244,238","1,017",14,https://www.goodreads.com/book/show/15717943-hopeless
528,The Inheritance of Loss,Kiran Desai,Fiction,2005,English,3.42,"45,134","1,017",14,https://www.goodreads.com/book/show/95186.The_Inheritance_of_Loss
529,"Heat: An Amateur's Adventures as Kitchen Slave, Line Cook, Pasta-Maker, and Apprentice to a Dante-Quoting Butcher in Tuscany",Bill Buford,Food and Drink,2006,English,3.90,"21,805","1,010",12,https://www.goodreads.com/book/show/139220.Heat
530,Bossypants,Tina Fey,Nonfiction,2011,English,3.95,"767,251","1,007",14,https://www.goodreads.com/book/show/9418327-bossypants
531,The Invisible Bridge,Julie Orringer,Historical,2010,English,4.19,"46,178","1,006",13,https://www.goodreads.com/book/show/7274337-the-invisible-bridge
532,"Lover Eternal (Black Dagger Brotherhood, #2)",J.R. Ward,Romance,2006,English,4.35,"165,365","1,005",14,https://www.goodreads.com/book/show/35729.Lover_Eternal
533,"Doctor Sleep (The Shining, #2)",Stephen King,Horror,2013,English,4.11,"157,773","1,005",13,https://www.goodreads.com/book/show/16130549-doctor-sleep
534,Between the World and Me,Ta-Nehisi Coates,Nonfiction,2015,English,4.40,"167,795","1,004",13,https://www.goodreads.com/book/show/25489625-between-the-world-and-me
535,The Lucky One,Nicholas Sparks,Romance,2009,English,4.11,"313,889","1,002",13,https://www.goodreads.com/book/show/3063499-the-lucky-one
536,Ella Minnow Pea: A Novel in Letters,Mark Dunn,Fiction,2002,English,3.85,"26,165","1,001",13,https://www.goodreads.com/book/show/16200.Ella_Minnow_Pea
537,"Dark Fire (Matthew Shardlake, #2)",C.J. Sansom,Historical,2005,English,4.27,"19,974","1,000",13,https://www.goodreads.com/book/show/138683.Dark_Fire
538,"Arielle: Immortal Awakening (Immortal Rapture, #1)",Lilian Roberts,Romance,2012,English,3.71,381,"1,000",10,https://www.goodreads.com/book/show/16165500-arielle
539,The Lost: A Search for Six of Six Million,Daniel Mendelsohn,Nonfiction,2006,English,4.08,"4,933",997,12,https://www.goodreads.com/book/show/112286.The_Lost
540,View Points and Points of View: A 'Phoetry Book' from Cornwall,Clive Blake,Poetry,2009,English,4.05,39,997,10,https://www.goodreads.com/book/show/5726135-view-points-and-points-of-view
541,"Blood Bound (Mercy Thompson, #2)",Patricia Briggs,Fantasy,2007,English,4.31,"104,470",995,13,https://www.goodreads.com/book/show/285205.Blood_Bound
542,"The Gathering (Darkness Rising, #1)",Kelley Armstrong,Young Adult,2011,English,4.03,"55,557",994,14,https://www.goodreads.com/book/show/7896345-the-gathering
543,Walks Away Woman,Ki Longfellow,Adventure,2013,English,4.33,925,994,10,https://www.goodreads.com/book/show/19405702-walks-away-woman
544,"Vashua's Messenger (The Vadelah Chronicles, #2)",Julie Rollins,Christian Fiction,2005,unknown,4.42,48,992,10,https://www.goodreads.com/book/show/5861011-vashua-s-messenger
545,"Trust: Betrayed (Trust Trilogy, #2)",Cristiane Serruya,Romance,2013,English,4.02,283,990,10,https://www.goodreads.com/book/show/17454163-trust
546,"The Queen's Fool (The Plantagenet and Tudor Novels, #12)",Philippa Gregory,Historical,2004,English,3.85,"86,077",988,13,https://www.goodreads.com/book/show/252499.The_Queen_s_Fool
547,Truth and Beauty,Ann Patchett,Autobiography,2005,English,3.94,"33,011",984,12,https://www.goodreads.com/book/show/3686.Truth_and_Beauty
548,Why Not-World,Alexei Maxim Russell,Fantasy,2013,English,4.06,53,980,10,https://www.goodreads.com/book/show/23506296-why-not-world
549,"Where She Went (If I Stay, #2)",Gayle Forman,Young Adult,2011,English,4.03,"245,265",979,13,https://www.goodreads.com/book/show/8492825-where-she-went
550,The Nix,Nathan  Hill,Fiction,2016,English,4.09,"53,079",979,11,https://www.goodreads.com/book/show/28251002-the-nix
551,Three Day Road,Joseph Boyden,Historical,2006,English,4.31,"19,461",977,11,https://www.goodreads.com/book/show/823411.Three_Day_Road
552,Heaven Is for Real: A Little Boy's Astounding Story of His Trip to Heaven and Back,Todd Burpo,Nonfiction,2010,English,4.02,"260,308",972,13,https://www.goodreads.com/book/show/7933292-heaven-is-for-real
553,State of Wonder,Ann Patchett,Fiction,2011,English,3.87,"156,223",970,15,https://www.goodreads.com/book/show/9118135-state-of-wonder
554,The Purpose Driven Life: What on Earth Am I Here for?,Rick Warren,Christian,2007,English,3.92,"211,119",969,12,https://www.goodreads.com/book/show/56495.The_Purpose_Driven_Life
555,The Silver Linings Playbook,Matthew Quick,Fiction,2012,English,really,avg,969,12,https://www.goodreads.com/book/show/13539044-the-silver-linings-playbook
556,Fire,Kristin Cashore,Fantasy,2009,English,4.11,"151,403",965,13,https://www.goodreads.com/book/show/6001758-fire
557,Alexander Hamilton,Ron Chernow,History,2005,English,4.23,"100,833",961,11,https://www.goodreads.com/book/show/16130.Alexander_Hamilton
558,The Girl Who Chased the Moon,Sarah Addison Allen,Fiction,2010,English,3.97,"52,110",961,11,https://www.goodreads.com/book/show/5126859-the-girl-who-chased-the-moon
559,Diary of a Bad Year,J.M. Coetzee,Fiction,2008,English,3.61,"4,690",959,8,https://www.goodreads.com/book/show/1377172.Diary_of_a_Bad_Year
560,The Children of Húrin,J.R.R. Tolkien,Fantasy,2007,English,3.97,"59,434",959,11,https://www.goodreads.com/book/show/597790.The_Children_of_H_rin
561,"Inheritance (The Inheritance Cycle, #4)",Christopher Paolini,Fantasy,2011,English,4.10,"195,121",954,12,https://www.goodreads.com/book/show/7664041-inheritance
562,"Cry Wolf (Alpha & Omega, #1)",Patricia Briggs,Fantasy,2008,English,4.12,"81,172",952,12,https://www.goodreads.com/book/show/2355575.Cry_Wolf
563,"The Snowman (Harry Hole, #7)",Jo Nesbø,Mystery,2011,English,4.01,"97,019",950,13,https://www.goodreads.com/book/show/9572203-the-snowman
564,The First Fifteen Lives of Harry August,Claire North,Science Fiction,2014,English,4.04,"56,658",949,10,https://www.goodreads.com/book/show/35066358-the-first-fifteen-lives-of-harry-august
565,Lock and Key,Sarah Dessen,Young Adult,2008,English,4.01,"136,361",948,13,https://www.goodreads.com/book/show/1295102.Lock_and_Key
566,Angry Housewives Eating Bon Bons,Lorna Landvik,Fiction,2005,English,3.80,"33,321",947,12,https://www.goodreads.com/book/show/16249.Angry_Housewives_Eating_Bon_Bons
567,"Changes (The Dresden Files, #12)",Jim Butcher,Fantasy,2010,English,4.48,"94,004",945,12,https://www.goodreads.com/book/show/6585201-changes
568,Look Me in the Eye: My Life with Asperger's,John Elder Robison,Nonfiction,2007,English,3.92,"57,849",945,12,https://www.goodreads.com/book/show/454856.Look_Me_in_the_Eye
569,Handle with Care,Jodi Picoult,Fiction,2009,English,3.97,"107,231",943,12,https://www.goodreads.com/book/show/3720975-handle-with-care
570,The Storied Life of A.J. Fikry,Gabrielle Zevin,Fiction,2014,English,3.99,"188,476",938,13,https://www.goodreads.com/book/show/18293427-the-storied-life-of-a-j-fikry
571,"Leviathan (Leviathan, #1)",Scott Westerfeld,Science Fiction,2009,English,3.91,"81,908",936,11,https://www.goodreads.com/book/show/6050678-leviathan
572,The Warmth of Other Suns: The Epic Story of America's Great Migration,Isabel Wilkerson,History,2010,English,4.36,"46,534",931,11,https://www.goodreads.com/book/show/8171378-the-warmth-of-other-suns
573,"The Cuckoo's Calling (Cormoran Strike, #1)",Robert Galbraith,Mystery,2013,English,3.86,"438,314",923,13,https://www.goodreads.com/book/show/16160797-the-cuckoo-s-calling
574,Princess Academy,Shannon Hale,Fantasy,2007,English,4.02,"96,296",922,13,https://www.goodreads.com/book/show/85990.Princess_Academy
575,Master of the Senate,Robert A. Caro,Biography,2003,English,4.42,"15,560",921,11,https://www.goodreads.com/book/show/86525.Master_of_the_Senate
576,"The Elite (The Selection, #2)",Kiera Cass,Young Adult,2013,English,4.02,"354,137",903,12,https://www.goodreads.com/book/show/16248068-the-elite
577,"Soulless (Parasol Protectorate, #1)",Gail Carriger,Science Fiction,2009,English,3.91,"90,278",903,12,https://www.goodreads.com/book/show/6381205-soulless
578,Dead Wrong: Straight Facts on the Country's Most Controversial Cover-Ups,Richard Belzer,Nonfiction,2012,English,3.62,590,900,9,https://www.goodreads.com/book/show/14567915-dead-wrong
579,"Walking On Air (Valance Family, #1)",Catherine Anderson,Romance,2014,English,4.16,"1,443",900,9,https://www.goodreads.com/book/show/18210693-walking-on-air
580,"TIME TRAVEL EXPERIENCES: In a Sense, we all are Time Travelers! We are surviving each and every Active Time-Point in this Timeline.......",Aldrin Mathew,Nonfiction,2017,English,4.81,36,900,9,https://www.goodreads.com/book/show/34115342-time-travel-experiences
581,"Genghis: Birth of an Empire (Conqueror, #1)",Conn Iggulden,Historical,2008,English,4.36,"24,834",897,11,https://www.goodreads.com/book/show/1279686.Genghis
582,The Valley of Unknowing,Philip Sington,Historical,2012,English,3.82,313,897,9,https://www.goodreads.com/book/show/15858303-the-valley-of-unknowing
583,"Wolves of the Calla (The Dark Tower, #5)",Stephen King,Fantasy,2006,English,4.18,"142,603",896,11,https://www.goodreads.com/book/show/4978.Wolves_of_the_Calla
584,"A Court of Mist and Fury (A Court of Thorns and Roses, #2)",Sarah J. Maas,Fantasy,2016,English,4.67,"248,558",896,10,https://www.goodreads.com/book/show/17927395-a-court-of-mist-and-fury
585,Memories of My Melancholy Whores,Gabriel García Márquez,Fiction,2006,English,3.60,"62,219",890,12,https://www.goodreads.com/book/show/760.Memories_of_My_Melancholy_Whores
586,The Gravedigger's Daughter,Joyce Carol Oates,Fiction,2007,English,3.54,"9,163",888,11,https://www.goodreads.com/book/show/15972.The_Gravedigger_s_Daughter
587,"Gone (Gone, #1)",Michael  Grant,Young Adult,2008,English,3.86,"171,165",887,12,https://www.goodreads.com/book/show/2536134.Gone
588,"Blackwell's Wrath (The Vadelah Chronicles, #3)",Julie Rollins,Christian,2007,English,4.32,41,884,9,https://www.goodreads.com/book/show/8104722-blackwell-s-wrath
589,Marvel 1602,Neil Gaiman,Sequential Art,2006,English,3.93,"52,279",881,10,https://www.goodreads.com/book/show/15719.Marvel_1602
590,Trueman Bradley - Aspie Detective,Alexei Maxim Russell,Mystery,2011,English,4.38,48,880,9,https://www.goodreads.com/book/show/12262889-trueman-bradley---aspie-detective
591,Lincoln in the Bardo,George Saunders,Fiction,2017,English,3.77,"104,419",880,11,https://www.goodreads.com/book/show/29906980-lincoln-in-the-bardo
592,American Born Chinese,Gene Luen Yang,Sequential Art,2006,English,3.88,"65,563",878,11,https://www.goodreads.com/book/show/118944.American_Born_Chinese
593,"The Wind Through the Keyhole (The Dark Tower, #4.5)",Stephen King,Fantasy,2012,English,4.15,"60,884",877,11,https://www.goodreads.com/book/show/12341557-the-wind-through-the-keyhole
594,Instruction Manual for the 21st Century Samurai,Alexei Maxim Russell,Cultural,2013,English,3.85,79,877,9,https://www.goodreads.com/book/show/23535198-instruction-manual-for-the-21st-century-samurai
595,Speedy Reads,Chris-Jean Clarke,Short Stories,2015,English,4.74,31,877,9,https://www.goodreads.com/book/show/25668970-speedy-reads
596,The Secret River,Kate Grenville,Historical,2007,English,3.80,"16,466",875,11,https://www.goodreads.com/book/show/347698.The_Secret_River
597,An Abundance of Katherines,John Green,Young Adult,2006,English,3.59,"412,567",871,11,https://www.goodreads.com/book/show/49750.An_Abundance_of_Katherines
598,Rant,Chuck Palahniuk,Fiction,2007,English,3.81,"59,131",867,11,https://www.goodreads.com/book/show/22285.Rant
599,"Annihilation (Southern Reach, #1)",Jeff VanderMeer,Science Fiction,2014,English,3.68,"133,465",864,11,https://www.goodreads.com/book/show/17934530-annihilation
600,"Brother Odd (Odd Thomas, #3)",Dean Koontz,Horror,2006,English,3.98,"58,393",858,12,https://www.goodreads.com/book/show/14996.Brother_Odd
601,I Am Pilgrim,Terry Hayes,Thriller,2014,English,4.25,"104,933",857,11,https://www.goodreads.com/book/show/18144124-i-am-pilgrim
602,"The Golem and the Jinni (The Golem and the Jinni, #1)",Helene Wecker,Fantasy,2013,English,4.11,"89,652",856,13,https://www.goodreads.com/book/show/15819028-the-golem-and-the-jinni
603,"Shopaholic and Sister (Shopaholic, #4)",Sophie Kinsella,Womens Fiction,2006,English,3.66,"81,226",855,10,https://www.goodreads.com/book/show/9417.Shopaholic_and_Sister
604,"Hex Hall (Hex Hall, #1)",Rachel Hawkins,Young Adult,2010,English,3.95,"124,751",855,13,https://www.goodreads.com/book/show/5287473-hex-hall
605,"Bone Crossed (Mercy Thompson, #4)",Patricia Briggs,Fantasy,2009,English,4.34,"90,102",855,12,https://www.goodreads.com/book/show/3128411-bone-crossed
606,"His Majesty's Dragon (Temeraire, #1)",Naomi Novik,Fantasy,2006,English,4.06,"70,381",849,12,https://www.goodreads.com/book/show/28876.His_Majesty_s_Dragon
607,"Lover Awakened (Black Dagger Brotherhood, #3)",J.R. Ward,Fantasy,2006,English,4.45,"154,308",843,12,https://www.goodreads.com/book/show/42900.Lover_Awakened
608,Cosmopolis,Don DeLillo,Fiction,2003,English,3.22,"14,034",842,11,https://www.goodreads.com/book/show/28703.Cosmopolis
609,America (The Book): A Citizen's Guide to Democracy Inaction,Jon   Stewart,Humor,2004,English,4.02,"85,848",840,12,https://www.goodreads.com/book/show/706.America_The_Book_
610,Before I Die,Jenny Downham,Young Adult,2007,English,3.83,"50,114",834,10,https://www.goodreads.com/book/show/1314332.Before_I_Die
611,The Mystic Saga Omnibus (The Mystic Saga #1-5),Scott McElhaney,Science Fiction,2012,English,3.84,277,828,9,https://www.goodreads.com/book/show/15830771-the-mystic-saga-omnibus
612,The House at Riverton,Kate Morton,Historical,2007,English,3.95,"94,165",824,10,https://www.goodreads.com/book/show/1278752.The_House_at_Riverton
613,"The Immortals of Meluha (Shiva Trilogy, #1)",Amish Tripathi,Fiction,2010,English,4.06,"89,518",822,9,https://www.goodreads.com/book/show/7913305-the-immortals-of-meluha
614,Big Little Lies,Liane Moriarty,Fiction,2014,English,4.26,"634,848",822,12,https://www.goodreads.com/book/show/19486412-big-little-lies
615,"Undead and Unwed (Undead, #1)",MaryJanice Davidson,Paranormal,2004,English,3.82,"50,836",821,10,https://www.goodreads.com/book/show/421129.Undead_and_Unwed
616,"Thud! (Discworld, #34; City Watch #7)",Terry Pratchett,Fantasy,2006,English,4.32,"58,662",816,9,https://www.goodreads.com/book/show/62530.Thud_
617,We Were Liars,E. Lockhart,Young Adult,2014,English,3.84,"402,500",816,11,https://www.goodreads.com/book/show/16143347-we-were-liars
618,The Hate U Give,Angie Thomas,Young Adult,2017,English,4.52,"364,239",814,10,https://www.goodreads.com/book/show/32075671-the-hate-u-give
619,"The Well of Ascension (Mistborn, #2)",Brandon Sanderson,Fantasy,2007,English,4.37,"241,986",813,9,https://www.goodreads.com/book/show/68429.The_Well_of_Ascension
620,The Truth About Forever,Sarah Dessen,Young Adult,2004,English,4.13,"201,820",813,11,https://www.goodreads.com/book/show/51737.The_Truth_About_Forever
621,Until I Find You,John Irving,Fiction,2006,English,3.63,"23,877",810,6,https://www.goodreads.com/book/show/9355.Until_I_Find_You
622,"The Ask and the Answer (Chaos Walking, #2)",Patrick Ness,Young Adult,2009,English,4.21,"66,924",806,9,https://www.goodreads.com/book/show/6043849-the-ask-and-the-answer
623,"Prodigy (Legend, #2)",Marie Lu,Science Fiction,2013,English,4.27,"187,656",805,12,https://www.goodreads.com/book/show/13414446-prodigy
624,Haunted,Chuck Palahniuk,Fiction,2006,English,3.59,"81,774",802,9,https://www.goodreads.com/book/show/22288.Haunted
